date,source,title,text
2012-08-13,Dow Jones Global Equities News,VolterraSemiconductorStarted At Buy By Deutsche Bank,Volterra Semiconductor Started At Buy By Deutsche Bank
2012-08-13,Ukrainian Export-Import Statistics,Ukraine's export/import over 7 months of 2012,"8541 -SEMICONDUCTORDEVICES LIGHT-EMITTING DIODES MOUNTED PIEZOELECTRIC CRYSTALS PARTS THEREOF DIODES, TRANSISTORS, PHOTOSENSITIVESEMICONDUCTORDEVICES, PHOTOVOLTAIC CELLS"
2012-08-13,Benzinga.com,Short Sellers Shy Away from Qualcomm and Texas Instruments,"The short interest data is out from the July 31 settlement date. For the big semiconductor makers the results are mixed, although the swings were quite large in some cases. For instance, the number of shares sold short in Intel Corp. (NASDAQ: INTC) and Micron"
2012-08-15,The Wall Street Journal Online,California's Boom Masks State's Uneven Recovery,"Even in Silicon Valley, many aren't joining the revival. Tech companies are thriving, but only after shifting much work elsewhere. Internet-software experts are in demand; middle-aged semiconductor executives aren't."
2012-08-17,Taiwan Economic News,Offenders of Business Secrets Will Face Up to Five-Year Imprisonment,"In 2007, Yang Shih-chi, vice manager of MediaTek, switched to work at MStarSemiconductorand leaked business secret of MediaTek, sparking concern in the industry over the insufficient protection of business secret. K.Y. Lee, chairman of AU Optotronics, pointed"
2012-08-21,Company Reports,Looser Holding report 1H 2012: temperature control.,the German domestic market and from export countries generated growth in all customer segments. Revenues from applications for the semiconductor industry rose above the 2010 level for the first time. The increase in profitability targeted for 1H 2012 could
2012-08-22,Taiwan Economic News,Taiwan to Further Ease Limits on Island’s Investments by Mainland Chinese,"In the review, the ministry is assessing the feasibility of conditionally allowing mainland Chinese investors to hold more stakes in the island’s strategic hi-tech industries, namely semiconductor , LCD panel and LED manufacturing."
2012-08-22,Reuters News,"UPDATE 1-ON Semi to cut 250 jobs, cancel senior executives' bonuses","Aug 22 (Reuters) - Power-management chipmaker ONSemiconductorCorp said it will cut about 250 jobs and cancel annual cash bonuses for senior executives, including its CEO and CFO, to reduce costs in a weak economic environment."
2012-08-24,Dow Jones Chinese Financial Wire,*DJ IHS ISuppli: 2013SemiconductorMarket Growth on Expectations of Improving Economic Conditions,"(MORE TO FOLLOW) Dow Jones Newswires (212-416-2800) August 24, 2012 12:34 ET (16:34 GMT) - - Copyright (c) 2012 Dow Jones & Company, Inc."
2012-08-27,Dow Jones News Service,S&P Puts STMicroelectronics Ratings on Watch for Downgrade,"Standard & Poor's Ratings Service has put STMicroelectronics N.V.'s (STM) ratings on watch for downgrade, saying it expects the semiconductor manufacturer to report significantly weaker revenue, operating margins, and free cash flows during the year than previously"
2012-08-28,Dow Jones Global Equities News,FreescaleSemiconductorStarted At Neutral By UBS,Freescale Semiconductor Started At Neutral By UBS
2012-08-28,Dow Jones Global Equities News,CypressSemiconductorCorp Started At Hold By Feltl & Co.,Cypress Semiconductor Corp Started At Hold By Feltl & Co.
2012-08-29,Electronics Newsweekly,SemiconductorManufacturing International; Patent Issued for Method and Structure for Copper Gap Fill Plating of Interconnect Structures forSemiconductorIntegrated Circuits,"The patent's assignee for patent number 8242017 isSemiconductorManufacturing International (Shanghai) Corporation (Shanghai, CN)."
2012-08-30,PR Newswire (U.S.),"Leading Tech Analyst Issues Investor Updates on EZchipSemiconductor, Ubiquiti Networks, Towerstream, M/A-Com Technology, and DragonWave","://www.nextinning.com ), an online investment newsletter focused on technology stocks, has published updated outlooks for EZchipSemiconductor(Nasdaq: EZCH), Ubiquiti Networks (Nasdaq: UBNT), Towerstream (Nasdaq: TWER), M/A-Com Technology (Nasdaq: MTSI), and"
2012-09-04,Barron's Online,SemiconductorRevenue Could Slip 5% in 2012,We remain somewhat cautious on semiconductor fundamentals and the stocks heading into the final third of 2012.
2012-09-04,Central News Agency English News,"Economic delegation to U.S. aims to attract investments, talent","The delegation also aims to target high-tech talent in the hope of recruiting specialists in a wide range of fields, including the semiconductor , optoelectronics, solar energy and software development industries, in a bid to strengthen Taiwan's high-tech industry"
2012-09-04,Dow Jones Global Equities News,PeregrineSemiconductorStarted At Outperform By Oppenheimer,Peregrine Semiconductor Started At Outperform By Oppenheimer
2012-09-04,Dow Jones Global Equities News,PeregrineSemiconductorStarted At Buy By Deutsche Bank,Peregrine Semiconductor Started At Buy By Deutsche Bank
2012-09-04,Dow Jones Global Equities News,PeregrineSemiconductorStarted At Buy By Needham Research,Peregrine Semiconductor Started At Buy By Needham Research
2012-09-04,Dow Jones Global Equities News,PeregrineSemiconductorStarted At Overweight By JPMorgan,Peregrine Semiconductor Started At Overweight By JPMorgan
2012-09-04,Dow Jones Global Equities News,PeregrineSemiconductorStarted At Outperform By Pacific Crest,Peregrine Semiconductor Started At Outperform By Pacific Crest
2012-09-04,Dow Jones Global Equities News,PeregrineSemiconductorCorp Started At Outperform By RBC,Peregrine Semiconductor Corp Started At Outperform By RBC
2012-09-05,Dow Jones Global Equities News,FreescaleSemiconductorStarted At Outperform By Cowen,Freescale Semiconductor Started At Outperform By Cowen
2012-09-05,Benzinga.com,"ThreeSemiconductorStocks Analysts Are Keen On (UTEK, OSIS, SNPS)","Here is a quick look three top-performing semiconductor -related stocks with a consensus recommendation of analysts of Strong Buy: Ultratech (NASDAQ: UTEK), OSI Systems (NASDAQ: OSIS) and Synopsis (NASDAQ: SNPS)."
2012-09-05,Dow Jones Global Equities News,MalaysiaSemiconductorSector Downgraded To Underweight From Neutral - TA Securities,Malaysia Semiconductor Sector Downgraded To Underweight From Neutral - TA Securities
2012-09-07,Dow Jones Chinese Financial Wire,*DJ AdvancedSemiconductorEngg Cut To Neutral Vs Overweight-HSBC,"- - Copyright (c) 2012 Dow Jones & Company, Inc."
2012-09-07,Dow Jones Chinese Financial Wire,*DJ AdvancedSemiconductorTarget Cut To NT$23.50 Vs NT$24.56-HSBC,"- - Copyright (c) 2012 Dow Jones & Company, Inc."
2012-09-07,Dow Jones Global Equities News,AdvancedSemiconductorEngg Cut To Neutral Vs Overweight-HSBC,Advanced Semiconductor Engg Cut To Neutral Vs Overweight-HSBC
2012-09-07,Treasury and Risk,Former Broadcom CFO Urges Caution on E-mails (OCRegister),"William Ruehle, the former CFO of Broadcom, an Irvine, Calif., semiconductor company, warns that executives should be cautious about the e-mails they write, according to the Orange County Register. Ruehle has written a memoir, Mr. Ruehle, You Are a Free Man"
2012-09-07,Financial Times (FT.Com),Intel hit after global demand warning,Intel shares declined in early activity on Friday as the semiconductor maker warned its third-quarter sales would be lower than expected due to sluggish global demand.
2012-09-10,Taiwan Economic News,Gov’t Plans to Lift Chinese-Investment Ceiling for Key Industries,"investment ceiling forbidding Chinese investors to own controlling stakes in seven key industries, including FPD (flat panel display) and semiconductor ."
2012-09-10,Financial Times (FT.Com),Intel stutters on fears of sales slowdown,Intel shares slipped as analysts said the semiconductor maker could see a slowdown in sales extend into next year.
2012-09-11,Business Wire,Diodes Incorporated Maintains Third Quarter 2012 Guidance,"global manufacturer and supplier of high-quality application specific standard products within the broad discrete, logic and analog semiconductor markets, today stated that it is maintaining its guidance for the third quarter of 2012, which includes the expectation"
2012-09-11,Financial Times,Intel stutters on fears of sales slowdown dragging into 2013; WALL STREET,Intel shares slipped as analysts said the semiconductor maker could see a slowdown in sales extend into next year.
2012-09-13,Benzinga.com,Short Interest in Chip Makers on the Rise,"The short interest data is out from the August 31 settlement date. For the big semiconductor makers the results are mixed but overall have trended higher. Shares sold short in AMD (NYSE: AMD), Intel (NASDAQ: INTC), Marvell Technology (NASDAQ: MRVL) and Qualcomm"
2012-09-14,PR Newswire (U.S.),UMC Selected as a DJSI Global Component for Fifth Consecutive Year,"14, 2012 /PRNewswire/ -- United Microelectronics Corporation (NYSE: UMC; TWSE: 2303) (""UMC"" or ""The Company""), a leading global semiconductor foundry, today announced that Dow Jones Sustainability Index (DJSI) has selected UMC as a global component for the"
2012-09-18,Dow Jones Global Equities News,FairchildSemiconductorCut To Neutral From Buy By Miller Tabak,Fairchild Semiconductor Cut To Neutral From Buy By Miller Tabak
2012-09-18,Ukrainian Export-Import Statistics,Ukraine's export/import over 8 months of 2012,"8541 -SEMICONDUCTORDEVICES LIGHT-EMITTING DIODES MOUNTED PIEZOELECTRIC CRYSTALS PARTS THEREOF DIODES, TRANSISTORS, PHOTOSENSITIVESEMICONDUCTORDEVICES, PHOTOVOLTAIC CELLS"
2012-09-19,Denver Business Journal Online,Colorado stocks: Ampio up 13%; Ramtron gains on sale news,CypressSemiconductorCorp. is paying $3.10 a share for Ramtron (Nasdaq: RMTR).
2012-09-19,National Post,Uncertain Environment Prompts RBC To DowngradeSemiconductorSector,A stalling inventory cycle due to the uncertain macro environment has prompted RBC Capital Markets to downgrade the semiconductor sector.
2012-09-20,Business Wire,PMC Announces Redemption of 2.25% Senior Convertible Notes,"PMC(R) (Nasdaq: PMCS), the semiconductor innovator transforming networks that connect, move, and store big data, announced today that the Company will exercise its right under the corresponding indenture (the ""indenture"") to redeem all of the Company's 2.25"
2012-09-20,Taiwan Economic News,Taiwan’s Large Private Investments Reach US$26.5 B. in First 8 Months,"August increased NT$57.3 billion (US$1.91 billion) MoM, with the two major investors being Delta Electronics Inc . and AdvancedSemiconductorEngineering Inc., and the former launching NT$10 billion (US$333.33 million) in retooling facilities in its plant in"
2012-09-20,PR Newswire (U.S.),"Top Tech Analyst Updates Outlooks for Marvell Technology Group , LatticeSemiconductor, DragonWave , Ceragon Networks and CypressSemiconductor","newsletter focused on technology stocks, has published updated outlooks for Marvell Technology Group ( Nasdaq : MRVL), LatticeSemiconductor( Nasdaq : LSCC), DragonWave ( Nasdaq : DRWI), Ceragon Networks ( Nasdaq : CRNT), and CypressSemiconductor(Nasdaq:"
